Gene,Variant,Drug
DPYD,rs1801158,tegafur
DPYD,rs67376798,capecitabine
DPYD,rs67376798,fluorouracil
DPYD,rs3918290,fluorouracil
DPYD,rs56038477,capecitabine
DPYD,rs67376798,capecitabine
DPYD,rs3918290,capecitabine
DPYD,rs45589337,fluorouracil
DPYD,rs1801265,capecitabine
DPYD,rs1801265,fluorouracil
DPYD,rs3918290,capecitabine
DPYD,rs3918290,fluorouracil
DPYD,rs1801160,fluorouracil
DPYD,rs3918290,fluorouracil
DPYD,rs3918290,capecitabine
DPYD,rs3918290,fluorouracil
DPYD,rs115232898,fluorouracil
DPYD,rs67376798,capecitabine
DPYD,rs67376798,fluorouracil
DPYD,rs1801159,capecitabine
DPYD,rs1801159,fluorouracil
DPYD,rs1801159,tegafur / gimeracil / oteracil
DPYD,rs1801159,fluorouracil
DPYD,rs1801160,FOLFIRINOX
DPYD,rs1801265,fluorouracil
DPYD,rs72728438,fluorouracil
DPYD,rs115632870,fluorouracil
DPYD,rs3918290,capecitabine
DPYD,rs1801160,capecitabine
DPYD,rs1801160,fluorouracil
DPYD,rs1801160,tegafur / gimeracil / oteracil
DPYD,rs2297595,capecitabine
DPYD,rs2297595,fluorouracil
DPYD,rs2297595,tegafur / gimeracil / oteracil
DPYD,rs3918290,XELOX
DPYD,rs3918290,fluorouracil
DPYD,rs3918290,fluorouracil
DPYD,rs3918290,capecitabine
DPYD,rs3918290,fluorouracil
DPYD,rs1801265,Platinum compounds
DPYD,rs1801265,Pyrimidine analogues
DPYD,rs3918290,capecitabine
DPYD,rs3918290,fluorouracil
DPYD,rs3918290,fluorouracil
DPYD,rs2297595,methotrexate
DPYD,rs1801265,methotrexate
DPYD,rs4970722,fluorouracil
DPYD,rs67376798,fluorouracil
DPYD,rs3918290,fluorouracil
DPYD,rs1760217,antineoplastic agents
DPYD,rs367619008,XELOX
DPYD,rs200643089,capecitabine
DPYD,rs76387818,capecitabine
DPYD,rs944174134,capecitabine
DPYD,rs2786783,capecitabine
DPYD,rs3918290,FOLFIRI
DPYD,rs3918290,fluorouracil
DPYD,rs3918290,fluorouracil
DPYD,rs1801159,FOLFIRI
DPYD,rs1801159,FOLFOX
DPYD,rs1801159,irinotecan
DPYD,rs1801159,oxaliplatin
DPYD,rs1801265,FOLFIRI
DPYD,rs1801265,FOLFOX
DPYD,rs1801265,irinotecan
DPYD,rs1801265,oxaliplatin
DPYD,rs3918290,capecitabine
DPYD,rs3918290,fluorouracil
DPYD,Unknown Variant,irinotecan
DPYD,rs3918290,FOLFIRI
DPYD,rs3918290,FOLFOX
DPYD,rs3918290,irinotecan
DPYD,rs3918290,oxaliplatin
DPYD,rs1801160,Pyrimidine analogues
DPYD,rs12022243,capecitabine
DPYD,rs150036960,fluorouracil
DPYD,rs140602333,fluorouracil
DPYD,rs143815742,fluorouracil
DPYD,rs200064537,fluorouracil
DPYD,rs142512579,fluorouracil
DPYD,rs148994843,fluorouracil
DPYD,rs55971861,fluorouracil
DPYD,rs67376798,FEC100
DPYD,rs67376798,capecitabine
DPYD,Unknown Variant,carboplatin
DPYD,Unknown Variant,cisplatin
DPYD,rs114096998,fluorouracil
DPYD,rs1801268,fluorouracil
DPYD,rs72547601,fluorouracil
DPYD,rs111858276,fluorouracil
DPYD,rs2297595,fluorouracil
DPYD,rs115232898,fluorouracil
DPYD,rs1801266,fluorouracil
DPYD,rs3918290,fluorouracil
DPYD,rs140114515,fluorouracil
DPYD,rs201035051,fluorouracil
DPYD,rs1801265,fluorouracil
DPYD,rs138391898,fluorouracil
DPYD,rs199549923,fluorouracil
DPYD,rs72549305,fluorouracil
DPYD,rs201018345,fluorouracil
DPYD,rs146529561,fluorouracil
DPYD,rs199634007,fluorouracil
DPYD,rs75017182,capecitabine
DPYD,rs75017182,fluorouracil
DPYD,rs1801159,fluorouracil
DPYD,Unknown Variant,capecitabine
DPYD,Unknown Variant,fluorouracil
DPYD,rs1801265,fluorouracil
DPYD,rs1801159,fluorouracil
DPYD,rs75017182,fluorouracil
DPYD,rs1801265,fluorouracil
DPYD,rs200562975,fluorouracil
DPYD,rs142619737,fluorouracil
DPYD,rs138545885,fluorouracil
DPYD,rs201615754,fluorouracil
DPYD,rs202144771,fluorouracil
DPYD,rs3918290,fluorouracil
DPYD,rs1801265,fluorouracil
DPYD,rs139459586,fluorouracil
DPYD,rs72547602,fluorouracil
DPYD,rs1801265,fluorouracil
DPYD,rs1801265,fluorouracil
DPYD,rs75017182,capecitabine
DPYD,rs75017182,fluorouracil
DPYD,rs3918290,capecitabine
DPYD,rs1801265,fluorouracil
DPYD,rs1801265,leucovorin
DPYD,rs80081766,fluorouracil
DPYD,rs3918290,capecitabine
DPYD,rs141462178,fluorouracil
DPYD,rs150385342,fluorouracil
DPYD,rs17376848,fluorouracil
DPYD,rs2297595,fluorouracil
DPYD,rs56038477,fluorouracil
DPYD,rs3918290,capecitabine
DPYD,rs147601618,fluorouracil
DPYD,rs72549306,fluorouracil
DPYD,rs190951787,fluorouracil
DPYD,rs1801265,fluorouracil
DPYD,rs147601618,fluorouracil
DPYD,rs145529148,fluorouracil
DPYD,rs1801265,capecitabine
DPYD,rs1801265,fluorouracil
DPYD,rs1801159,capecitabine
DPYD,rs72549310,fluorouracil
DPYD,rs139834141,fluorouracil
DPYD,rs148799944,fluorouracil
DPYD,rs3918290,fluorouracil
DPYD,rs1801265,fluorouracil
DPYD,rs56293913,fluorouracil
DPYD,rs67376798,fluorouracil
DPYD,rs72549309,fluorouracil
DPYD,rs72549303,fluorouracil
DPYD,rs78060119,fluorouracil
DPYD,rs1801159,fluorouracil
DPYD,rs1801158,fluorouracil
DPYD,rs1801265,fluorouracil
DPYD,rs1801160,fluorouracil
DPYD,rs75017182,fluorouracil
DPYD,rs75017182,fluorouracil
DPYD,rs3918290,fluorouracil
DPYD,Unknown Variant,fluorouracil
DPYD,rs1801160,capecitabine
DPYD,rs143879757,fluorouracil
DPYD,rs72549306,fluorouracil
DPYD,rs748620513,fluorouracil
DPYD,rs1801265,capecitabine
DPYD,rs1801265,fluorouracil
DPYD,rs56005131,fluorouracil
DPYD,rs148994843,fluorouracil
DPYD,rs1335150891,fluorouracil
DPYD,rs1184321568,fluorouracil
DPYD,rs2297595,capecitabine
DPYD,rs2297595,fluorouracil
DPYD,rs72549307,capecitabine
DPYD,rs72549307,fluorouracil
DPYD,rs45589337,capecitabine
DPYD,rs45589337,fluorouracil
DPYD,rs1801158,capecitabine
DPYD,rs1801158,fluorouracil
DPYD,rs3918290,fluorouracil
DPYD,rs3918290,fluorouracil
DPYD,rs1801265,fluorouracil
DPYD,rs1801159,fluorouracil
DPYD,rs1801159,leucovorin
DPYD,rs3918290,capecitabine
DPYD,rs3918290,fluorouracil
DPYD,rs7548189,capecitabine
DPYD,rs45589337,fluorouracil
DPYD,rs17116806,fluorouracil
DPYD,rs17376848,fluorouracil
DPYD,rs59086055,fluorouracil
DPYD,rs61757362,fluorouracil
DPYD,rs72549308,fluorouracil
DPYD,rs72549304,fluorouracil
DPYD,rs72549307,fluorouracil
DPYD,rs138616379,fluorouracil
DPYD,rs188052243,fluorouracil
DPYD,rs190577302,fluorouracil
DPYD,rs186169810,fluorouracil
DPYD,rs3918290,fluorouracil
DPYD,rs1801159,fluorouracil
DPYD,rs1801159,fluorouracil
DPYD,rs1801159,fluorouracil
DPYD,rs1801159,capecitabine
DPYD,rs1801159,fluorouracil
DPYD,rs17376848,capecitabine
DPYD,rs17376848,fluorouracil
DPYD,rs1801160,capecitabine
DPYD,rs1801160,fluorouracil
DPYD,Unknown Variant,fluorouracil
DPYD,rs45589337,fluorouracil
DPYD,rs1801159,fluorouracil
DPYD,rs55886062,fluorouracil
DPYD,rs55886062,capecitabine
DPYD,rs55886062,fluorouracil
DPYD,rs67376798,fluorouracil
DPYD,rs1801265,fluorouracil
DPYD,rs3918290,capecitabine
DPYD,rs3918290,tegafur
DPYD,rs67376798,tegafur
DPYD,rs3918290,fluorouracil
DPYD,rs67376798,fluorouracil
DPYD,rs67376798,leucovorin
DPYD,Unknown Variant,capecitabine
DPYD,Unknown Variant,FOLFOX
DPYD,Unknown Variant,fluorouracil
DPYD,Unknown Variant,irinotecan
DPYD,Unknown Variant,leucovorin
DPYD,Unknown Variant,fluorouracil
DPYD,rs67376798,capecitabine
DPYD,rs1801159,capecitabine
DPYD,rs3918290,fluorouracil
DPYD,rs3918290,fluorouracil
DPYD,rs3918290,FOLFIRI
DPYD,rs3918290,FOLFOX
DPYD,rs3918290,irinotecan
DPYD,rs3918290,oxaliplatin
DPYD,rs1801159,FOLFIRI
DPYD,rs1801159,FOLFOX
DPYD,rs1801159,irinotecan
DPYD,rs1801159,oxaliplatin
DPYD,rs1801265,FOLFIRI
DPYD,rs1801265,FOLFOX
DPYD,rs1801265,irinotecan
DPYD,rs1801265,oxaliplatin
DPYD,rs3918290,fluorouracil
DPYD,Unknown Variant,fluorouracil
DPYD,rs1801265,fluorouracil
DPYD,rs3918290,fluorouracil
DPYD,rs56160474,capecitabine
DPYD,rs56160474,fluorouracil
DPYD,rs56160474,tegafur / gimeracil / oteracil
DPYD,rs1801160,capecitabine
DPYD,rs1801160,fluorouracil
DPYD,rs1801160,tegafur / gimeracil / oteracil
DPYD,rs2297595,capecitabine
DPYD,rs2297595,fluorouracil
DPYD,rs2297595,tegafur / gimeracil / oteracil
DPYD,rs1801159,capecitabine
DPYD,rs1801159,fluorouracil
DPYD,rs1801159,tegafur / gimeracil / oteracil
DPYD,rs1801158,capecitabine
DPYD,rs1801158,fluorouracil
DPYD,rs67376798,capecitabine
DPYD,rs67376798,fluorouracil
DPYD,rs75017182,capecitabine
DPYD,rs75017182,fluorouracil
DPYD,rs2297595,capecitabine
DPYD,rs2297595,fluorouracil
DPYD,rs2297595,capecitabine
DPYD,rs2297595,fluorouracil
DPYD,rs2297595,capecitabine
DPYD,rs2297595,fluorouracil
DPYD,rs67376798,fluorouracil
DPYD,rs55886062,fluorouracil
DPYD,rs3918290,capecitabine
DPYD,rs55886062,capecitabine
DPYD,rs55886062,fluorouracil
DPYD,rs1801159,capecitabine
DPYD,rs1801159,fluorouracil
DPYD,rs1801160,capecitabine
DPYD,rs1801160,fluorouracil
DPYD,rs1801158,capecitabine
DPYD,rs1801158,fluorouracil
DPYD,rs3918290,capecitabine
DPYD,rs3918290,fluorouracil
DPYD,rs17376848,capecitabine
DPYD,rs17376848,fluorouracil
DPYD,rs2297595,capecitabine
DPYD,rs2297595,fluorouracil
DPYD,rs3918290,fluorouracil
DPYD,rs3918290,cisplatin
DPYD,rs3918290,fluorouracil
DPYD,rs3918290,capecitabine
DPYD,rs1801158,cisplatin
DPYD,rs1801158,fluorouracil
DPYD,rs2297595,fluorouracil
DPYD,rs3918290,fluorouracil
DPYD,rs1801160,fluorouracil
DPYD,rs67376798,fluorouracil
DPYD,rs1801160,fluorouracil
DPYD,rs55886062,capecitabine
DPYD,rs55886062,fluorouracil
DPYD,rs56038477,capecitabine
DPYD,rs56038477,fluorouracil
DPYD,rs12132152,FOLFOX
DPYD,rs67376798,capecitabine
DPYD,rs67376798,fluorouracil
DPYD,rs115232898,FOLFOX
DPYD,rs1801159,fluorouracil
DPYD,rs3918290,capecitabine
DPYD,rs3918290,fluorouracil
DPYD,rs56038477,capecitabine
DPYD,rs56038477,fluorouracil
DPYD,rs67376798,capecitabine
DPYD,rs67376798,fluorouracil
DPYD,Unknown Variant,capecitabine
DPYD,rs3918290,fluorouracil
DPYD,rs3918290,fluorouracil
DPYD,rs3918290,fluorouracil
DPYD,rs3918290,fluorouracil
DPYD,rs3918290,fluorouracil
DPYD,rs3918290,fluorouracil
DPYD,rs56038477,capecitabine
DPYD,rs56038477,fluorouracil
DPYD,Unknown Variant,fluorouracil
DPYD,rs1801160,fluorouracil
DPYD,Unknown Variant,capecitabine
DPYD,rs1801160,capecitabine
DPYD,rs1801160,fluorouracil
DPYD,rs67376798,capecitabine
DPYD,rs67376798,fluorouracil
DPYD,rs2297595,capecitabine
DPYD,rs2297595,fluorouracil
DPYD,Unknown Variant,fluorouracil
DPYD,rs75017182,capecitabine
DPYD,rs75017182,fluorouracil
DPYD,rs3918290,capecitabine
DPYD,rs3918290,fluorouracil
DPYD,rs3918290,capecitabine
DPYD,rs3918290,fluorouracil
DPYD,rs67376798,capecitabine
DPYD,rs67376798,fluorouracil
DPYD,rs67376798,fluorouracil
DPYD,rs3918290,capecitabine
DPYD,rs3918290,fluorouracil
DPYD,rs55886062,capecitabine
DPYD,rs55886062,fluorouracil
DPYD,rs56038477,capecitabine
DPYD,rs56038477,fluorouracil
DPYD,rs1801160,capecitabine
DPYD,rs1801160,fluorouracil
DPYD,rs67376798,capecitabine
DPYD,rs67376798,fluorouracil
DPYD,rs67376798,capecitabine
DPYD,rs55886062,fluorouracil
DPYD,rs3918290,fluorouracil
DPYD,rs75848562,capecitabine
DPYD,rs61786598,capecitabine
DPYD,rs1801160,capecitabine
DPYD,rs1801160,fluorouracil
DPYD,rs1801158,capecitabine
DPYD,rs1801158,fluorouracil
DPYD,rs1801159,capecitabine
DPYD,rs1801159,fluorouracil
DPYD,rs56293913,capecitabine
DPYD,rs2297595,capecitabine
DPYD,rs1801158,capecitabine
DPYD,rs56038477,capecitabine
DPYD,rs56293913,capecitabine
DPYD,rs1801159,capecitabine
DPYD,rs1801160,capecitabine
DPYD,rs3918290,capecitabine
DPYD,rs56160474,capecitabine
DPYD,rs67376798,capecitabine
DPYD,rs17470762,capecitabine
DPYD,rs291593,capecitabine
DPYD,rs67376798,capecitabine
DPYD,rs41285690,capecitabine
DPYD,rs2297595,fluorouracil
DPYD,rs1801158,fluorouracil
DPYD,rs1801265,fluorouracil
DPYD,rs17376848,fluorouracil
DPYD,rs3918290,fluorouracil
DPYD,rs3918289,fluorouracil
DPYD,rs55886062,fluorouracil
DPYD,rs1801267,fluorouracil
DPYD,rs56276561,capecitabine
DPYD,rs61787828,capecitabine
DPYD,rs55684412,capecitabine
DPYD,rs67376798,capecitabine
DPYD,rs67376798,fluorouracil
DPYD,rs1801265,capecitabine
DPYD,rs1801265,fluorouracil
DPYD,rs3918290,capecitabine
DPYD,rs3918290,fluorouracil
DPYD,rs3918290,fluorouracil
DPYD,rs67376798,capecitabine
DPYD,rs2297595,capecitabine
DPYD,rs1801158,fluorouracil
DPYD,rs1801160,fluorouracil
DPYD,rs3918290,fluorouracil
DPYD,rs1801265,fluorouracil
DPYD,rs78060119,fluorouracil
DPYD,rs78060119,fluorouracil
DPYD,rs3918290,fluorouracil
DPYD,rs1801160,fluorouracil
DPYD,rs78060119,fluorouracil
DPYD,rs1801265,fluorouracil
DPYD,rs55886062,tegafur
DPYD,rs17376848,capecitabine
DPYD,rs17376848,fluorouracil
DPYD,rs1801159,capecitabine
DPYD,rs1801159,fluorouracil
DPYD,rs1801160,capecitabine
DPYD,rs1801160,fluorouracil
DPYD,rs2297595,capecitabine
DPYD,rs2297595,fluorouracil
DPYD,rs55886062,capecitabine
DPYD,rs55886062,fluorouracil
DPYD,rs3918290,fluorouracil
DPYD,rs376073289,capecitabine
DPYD,rs1801159,fluorouracil
DPYD,rs3918290,fluorouracil
DPYD,rs56038477,bevacizumab
DPYD,rs56038477,capecitabine
DPYD,rs56038477,cisplatin
DPYD,rs56038477,docetaxel
DPYD,rs56038477,epirubicin
DPYD,rs56038477,oxaliplatin
DPYD,rs56038477,trastuzumab
DPYD,rs1801158,bevacizumab
DPYD,rs1801158,capecitabine
DPYD,rs1801158,cisplatin
DPYD,rs1801158,docetaxel
DPYD,rs1801158,epirubicin
DPYD,rs1801158,oxaliplatin
DPYD,rs1801158,trastuzumab
DPYD,rs3918290,capecitabine
DPYD,rs3918290,fluorouracil
DPYD,rs67376798,capecitabine
DPYD,rs67376798,fluorouracil
DPYD,rs67376798,capecitabine
DPYD,rs67376798,fluorouracil
DPYD,rs67376798,tegafur
DPYD,rs56038477,capecitabine
DPYD,rs56038477,fluorouracil
DPYD,rs3918290,capecitabine
DPYD,rs3918290,fluorouracil
DPYD,rs1801158,capecitabine
DPYD,rs1801158,fluorouracil
DPYD,rs55886062,capecitabine
DPYD,rs55886062,fluorouracil
DPYD,rs56038477,capecitabine
DPYD,rs56038477,fluorouracil
DPYD,rs56038477,tegafur
DPYD,rs1801160,capecitabine
DPYD,rs1801265,capecitabine
DPYD,rs56038477,capecitabine
DPYD,rs1801158,capecitabine
DPYD,rs1801159,capecitabine
DPYD,rs56038477,capecitabine
DPYD,rs1801159,fluorouracil
DPYD,rs1801159,fluorouracil
DPYD,rs45589337,capecitabine
DPYD,rs2297595,capecitabine
DPYD,rs1801265,capecitabine
DPYD,rs777425216,capecitabine
DPYD,rs67376798,capecitabine
DPYD,rs1801160,capecitabine
DPYD,rs55886062,capecitabine
DPYD,rs1801159,capecitabine
DPYD,rs1801158,capecitabine
DPYD,rs17376848,fluorouracil
DPYD,rs2297595,capecitabine
DPYD,rs17376848,capecitabine
DPYD,rs1801265,fluorouracil
DPYD,rs1801265,capecitabine
DPYD,rs1801159,capecitabine
DPYD,rs1801265,capecitabine
DPYD,rs17376848,capecitabine
DPYD,rs56038477,capecitabine
DPYD,rs67376798,XELOX
DPYD,Unknown Variant,capecitabine
DPYD,rs56293913,capecitabine
DPYD,rs56293913,fluorouracil
DPYD,rs2811178,capecitabine
DPYD,rs2811178,fluorouracil
DPYD,rs56293913,capecitabine
DPYD,rs2811178,capecitabine
DPYD,rs67376798,capecitabine
DPYD,rs56293913,fluorouracil
DPYD,Unknown Variant,fluorouracil
DPYD,Unknown Variant,fluorouracil
DPYD,rs55886062,capecitabine
DPYD,rs55886062,fluorouracil
DPYD,Unknown Variant,fluorouracil
DPYD,rs67376798,fluorouracil
DPYD,rs2297595,fluorouracil
DPYD,rs2297595,fluorouracil
DPYD,rs67376798,capecitabine
DPYD,rs67376798,fluorouracil
DPYD,rs67376798,capecitabine
DPYD,rs3918290,capecitabine
DPYD,rs67376798,capecitabine
DPYD,rs67376798,fluorouracil
DPYD,rs3918290,capecitabine
DPYD,rs3918290,fluorouracil
DPYD,rs56276561,capecitabine
DPYD,rs56276561,fluorouracil
DPYD,rs2297595,capecitabine
DPYD,rs2297595,fluorouracil
DPYD,rs55886062,capecitabine
DPYD,rs55886062,fluorouracil
DPYD,rs6668296,capecitabine
DPYD,rs6668296,fluorouracil
DPYD,rs115349832,capecitabine
DPYD,rs115349832,fluorouracil
DPYD,rs17376848,capecitabine
DPYD,rs17376848,fluorouracil
DPYD,rs17376848,capecitabine
DPYD,rs17376848,irinotecan
DPYD,rs17376848,oxaliplatin
DPYD,rs2297595,capecitabine
DPYD,rs2297595,fluorouracil
DPYD,rs67376798,capecitabine
DPYD,rs67376798,fluorouracil
DPYD,rs1801266,capecitabine
DPYD,rs1801266,fluorouracil
DPYD,rs2297595,capecitabine
DPYD,rs56038477,fluorouracil
DPYD,rs75017182,capecitabine
DPYD,rs75017182,irinotecan
DPYD,rs75017182,oxaliplatin
DPYD,rs1801265,fluorouracil
DPYD,rs3918290,capecitabine
DPYD,rs3918290,fluorouracil
DPYD,rs3918290,fluorouracil
DPYD,rs367619008,fluorouracil
DPYD,rs1801158,fluorouracil
DPYD,rs55886062,fluorouracil
DPYD,rs115232898,fluorouracil
DPYD,rs76387818,capecitabine
DPYD,rs72975710,fluorouracil
DPYD,rs144395748,fluorouracil
DPYD,rs2297595,fluorouracil
DPYD,rs2297595,capecitabine
DPYD,rs2297595,fluorouracil
DPYD,rs2297595,capecitabine
DPYD,rs2297595,fluorouracil
DPYD,rs1801158,capecitabine
DPYD,rs1801158,fluorouracil
DPYD,rs67376798,capecitabine
DPYD,rs67376798,fluorouracil
DPYD,rs67376798,capecitabine
DPYD,rs75017182,capecitabine
DPYD,rs75017182,fluorouracil
DPYD,rs150437414,fluorouracil
DPYD,Unknown Variant,capecitabine
DPYD,Unknown Variant,fluorouracil
DPYD,rs60511679,fluorouracil
DPYD,rs56038477,capecitabine
DPYD,rs56038477,fluorouracil
DPYD,rs2297595,capecitabine
DPYD,rs2297595,fluorouracil
DPYD,rs75267292,capecitabine
DPYD,rs12119882,capecitabine
DPYD,rs291592,capecitabine
DPYD,rs61786599,capecitabine
DPYD,rs1801265,capecitabine
DPYD,rs2297595,capecitabine
DPYD,rs2297595,fluorouracil
DPYD,rs3918290,capecitabine
DPYD,rs3918290,capecitabine
DPYD,rs3918290,capecitabine
DPYD,rs3918290,fluorouracil
DPYD,rs1801160,capecitabine
DPYD,rs1801160,fluorouracil
DPYD,rs3918290,fluorouracil
DPYD,rs7548189,capecitabine
DPYD,rs55674432,fluorouracil
DPYD,rs17376848,fluorouracil
DPYD,rs17376848,capecitabine
DPYD,rs45589337,capecitabine
DPYD,rs45589337,fluorouracil
DPYD,rs55886062,capecitabine
DPYD,rs55886062,capecitabine
DPYD,rs55886062,fluorouracil
DPYD,rs55886062,tegafur
DPYD,rs60139309,fluorouracil
DPYD,rs75017182,capecitabine
DPYD,rs75017182,fluorouracil
DPYD,rs67376798,capecitabine
DPYD,rs67376798,fluorouracil
DPYD,rs67376798,capecitabine
DPYD,rs67376798,capecitabine
DPYD,rs67376798,fluorouracil
DPYD,rs67376798,bevacizumab
DPYD,rs67376798,capecitabine
DPYD,rs67376798,cisplatin
DPYD,rs67376798,docetaxel
DPYD,rs67376798,epirubicin
DPYD,rs67376798,oxaliplatin
DPYD,rs67376798,trastuzumab
DPYD,rs145773863,fluorouracil
DPYD,rs1801159,fluorouracil
DPYD,rs1801159,capecitabine
DPYD,rs1801159,fluorouracil
DPYD,rs1801160,fluorouracil
DPYD,rs1801160,fluorouracil
DPYD,rs1801265,capecitabine
DPYD,rs1801265,fluorouracil
DPYD,rs1801265,capecitabine
DPYD,rs1801265,fluorouracil
DPYD,Unknown Variant,capecitabine
DPYD,Unknown Variant,fluorouracil
DPYD,Unknown Variant,capecitabine
DPYD,Unknown Variant,fluorouracil
DPYD,rs376073289,fluorouracil
DPYD,rs140039091,fluorouracil
DPYD,rs372307932,fluorouracil
DPYD,rs369103276,fluorouracil
DPYD,rs755692084,fluorouracil
DPYD,rs187713395,fluorouracil
DPYD,rs201268750,fluorouracil
DPYD,rs367619008,fluorouracil
DPYD,rs570122671,fluorouracil
DPYD,rs758649719,fluorouracil
DPYD,rs199777072,fluorouracil
DPYD,rs575763449,fluorouracil
DPYD,rs532341730,fluorouracil
DPYD,rs759249769,fluorouracil
DPYD,rs781184141,fluorouracil
DPYD,rs377143350,fluorouracil
DPYD,rs376128878,fluorouracil
DPYD,rs528430685,fluorouracil
DPYD,rs199646142,fluorouracil
DPYD,rs368152149,fluorouracil
DPYD,rs370615432,fluorouracil
DPYD,rs377169736,fluorouracil
DPYD,rs201785202,fluorouracil
DPYD,rs200693895,fluorouracil
DPYD,rs201433243,fluorouracil
DPYD,rs376273539,fluorouracil
DPYD,rs375990187,fluorouracil
DPYD,rs200296941,fluorouracil
DPYD,rs374827081,fluorouracil
DPYD,rs200709381,fluorouracil
DPYD,rs774579695,fluorouracil
DPYD,rs372909322,fluorouracil
DPYD,rs573299212,fluorouracil
DPYD,rs370569731,fluorouracil
DPYD,rs372058915,fluorouracil
DPYD,rs368970772,fluorouracil
DPYD,rs144935781,fluorouracil
DPYD,rs151074666,fluorouracil
DPYD,rs371792178,fluorouracil
DPYD,rs375436137,fluorouracil
DPYD,rs200687447,fluorouracil
DPYD,rs779728902,fluorouracil
DPYD,rs368327291,fluorouracil
DPYD,rs114096998,fluorouracil
DPYD,rs529019871,fluorouracil
DPYD,rs370707404,fluorouracil
DPYD,rs371313778,fluorouracil
DPYD,rs202212118,fluorouracil
DPYD,rs141439344,fluorouracil
DPYD,rs137878450,fluorouracil
DPYD,rs141726921,fluorouracil
DPYD,rs143879757,fluorouracil
DPYD,rs201648613,fluorouracil
DPYD,rs368519011,fluorouracil
DPYD,rs568367673,fluorouracil
DPYD,rs527580106,fluorouracil
DPYD,rs538336580,fluorouracil
DPYD,rs55886062,fluorouracil
DPYD,rs528152707,fluorouracil
DPYD,rs140989814,fluorouracil
DPYD,rs371258350,fluorouracil
DPYD,rs368146607,fluorouracil
DPYD,rs536577604,fluorouracil
DPYD,rs374527058,fluorouracil
DPYD,rs575853463,fluorouracil
DPYD,rs569661196,fluorouracil
DPYD,rs374825099,fluorouracil
DPYD,rs558354142,fluorouracil
DPYD,rs548783838,fluorouracil
DPYD,rs538703919,fluorouracil
DPYD,rs376073289,fluorouracil
DPYD,rs755416212,capecitabine
DPYD,Unknown Variant,capecitabine
DPYD,Unknown Variant,fluorouracil
DPYD,Unknown Variant,fluorouracil
DPYD,rs1801265,FOLFIRI
DPYD,rs1801265,FOLFOX
DPYD,rs1801265,XELOX
DPYD,rs2297595,tenofovir
DPYD,rs1042482,irinotecan
DPYD,rs1801159,tenofovir
DPYD,rs4294451,fluorouracil
DPYD,rs146170505,capecitabine
DPYD,rs72549309,capecitabine
DPYD,rs1801159,fluorouracil
DPYD,rs3918290,fluorouracil
DPYD,rs1801265,capecitabine
DPYD,rs17376848,capecitabine
DPYD,rs17376848,fluorouracil
DPYD,rs1801159,capecitabine
DPYD,rs1801158,capecitabine
DPYD,rs17376848,fluorouracil
DPYD,Unknown Variant,capecitabine
DPYD,rs67376798,capecitabine
DPYD,rs67376798,fluorouracil
DPYD,rs67376798,tegafur
DPYD,Unknown Variant,uracil
DPYD,Unknown Variant,uracil
DPYD,Unknown Variant,uracil
DPYD,Unknown Variant,uracil
DPYD,rs3918290,fluorouracil
DPYD,rs1801158,capecitabine
DPYD,rs1801158,fluorouracil
DPYD,rs754125729,capecitabine
DPYD,rs754125729,fluorouracil
DPYD,rs3918290,capecitabine
DPYD,rs3918290,fluorouracil
DPYD,rs3918290,tegafur
DPYD,Unknown Variant,fluorouracil
DPYD,Unknown Variant,irinotecan
DPYD,Unknown Variant,capecitabine
DPYD,Unknown Variant,fluorouracil
DPYD,Unknown Variant,FOLFIRI
DPYD,Unknown Variant,FOLFIRINOX
DPYD,Unknown Variant,FOLFOX
DPYD,Unknown Variant,capecitabine
DPYD,Unknown Variant,fluorouracil
DPYD,Unknown Variant,FOLFOX
DPYD,Unknown Variant,capecitabine
DPYD,rs755416212,fluorouracil
DPYD,Unknown Variant,fluorouracil
DPYD,Unknown Variant,FOLFIRI
DPYD,Unknown Variant,FOLFOX
DPYD,Unknown Variant,fluorouracil
DPYD,Unknown Variant,FOLFIRI
DPYD,Unknown Variant,FOLFOX
DPYD,rs1801160,fluorouracil
DPYD,rs67376798,fluorouracil
DPYD,Unknown Variant,capecitabine
DPYD,rs4294451,fluorouracil
DPYD,rs4294451,fluorouracil
DPYD,rs67376798,fluorouracil
DPYD,rs3918290,fluorouracil
